,epoch,train_loss,val_loss
0,5,0.0,0.0016986233623404253
1,5,0.0,0.0030772523268273004
2,5,0.0,0.00474950298666954
3,5,0.0,0.0064428821206092834
4,5,0.0,0.008245294423479783
5,5,0.0,0.009968024727545287
6,5,0.0,0.01169620944481147
7,10,0.0,0.0011613045475984875
8,10,0.0,0.001976442964453446
9,10,0.0,0.0031582327853692206
10,10,0.0,0.004306883894299206
11,10,0.0,0.005424598329945614
12,10,0.0,0.006581742904688183
13,10,0.0,0.007748195999547055
